"obs" "trl" "sub" "itm" "tsk" "vgn" "qty" "rt" "bd"
"345" 345 89 "s02" "6:15:24" "Numerical" "Vague" "Small" 2302 1
"346" 346 90 "s02" "16:25:34" "Numerical" "Crisp" "Big" 2708 1
"347" 347 91 "s02" "26:35:44" "Verbal" "Vague" "Small" 814 0
"348" 348 92 "s02" "36:45:54" "Verbal" "Crisp" "Small" 4531 1
"349" 349 93 "s02" "6:15:24" "Verbal" "Vague" "Big" 956 0
"350" 350 94 "s02" "16:25:34" "Verbal" "Crisp" "Small" 929 0
"351" 351 95 "s02" "26:35:44" "Verbal" "Crisp" "Big" 1718 0
"352" 352 96 "s02" "36:45:54" "Numerical" "Vague" "Big" 1528 0
"353" 353 97 "s02" "6:15:24" "Numerical" "Vague" "Small" 1561 1
"354" 354 98 "s02" "16:25:34" "Numerical" "Vague" "Small" 1821 0
"355" 355 99 "s02" "26:35:44" "Numerical" "Crisp" "Big" 1382 1
"356" 356 100 "s02" "36:45:54" "Verbal" "Vague" "Small" 2169 0
"357" 357 101 "s02" "6:15:24" "Numerical" "Crisp" "Small" 1000 0
"358" 358 102 "s02" "16:25:34" "Numerical" "Vague" "Big" 1342 0
"359" 359 103 "s02" "26:35:44" "Verbal" "Crisp" "Small" 1392 0
"360" 360 104 "s02" "36:45:54" "Numerical" "Crisp" "Big" 2682 0
"361" 361 105 "s02" "6:15:24" "Verbal" "Vague" "Big" 585 0
"362" 362 106 "s02" "16:25:34" "Verbal" "Vague" "Big" 1306 0
"363" 363 107 "s02" "26:35:44" "Numerical" "Crisp" "Small" 1030 1
"364" 364 108 "s02" "36:45:54" "Numerical" "Vague" "Small" 1286 0
"365" 365 109 "s02" "6:15:24" "Verbal" "Vague" "Small" 1767 0
"366" 366 110 "s02" "16:25:34" "Verbal" "Crisp" "Big" 975 0
"367" 367 111 "s02" "26:35:44" "Numerical" "Crisp" "Small" 1444 1
"368" 368 112 "s02" "36:45:54" "Verbal" "Crisp" "Big" 1554 0
"369" 369 113 "s02" "6:15:24" "Numerical" "Vague" "Big" 1157 1
"370" 370 114 "s02" "16:25:34" "Numerical" "Crisp" "Small" 1610 0
"371" 371 115 "s02" "26:35:44" "Numerical" "Vague" "Big" 1337 0
"372" 372 116 "s02" "36:45:54" "Verbal" "Vague" "Small" 1841 0
"373" 373 117 "s02" "6:15:24" "Verbal" "Crisp" "Small" 1896 0
"374" 374 118 "s02" "16:25:34" "Verbal" "Vague" "Small" 1273 0
"375" 375 119 "s02" "26:35:44" "Numerical" "Vague" "Small" 1135 1
"376" 376 120 "s02" "36:45:54" "Numerical" "Vague" "Small" 1291 0
"377" 377 121 "s02" "6:15:24" "Verbal" "Crisp" "Small" 1143 0
"378" 378 122 "s02" "16:25:34" "Verbal" "Crisp" "Big" 760 0
"379" 379 123 "s02" "26:35:44" "Numerical" "Crisp" "Big" 2446 0
"380" 380 124 "s02" "36:45:54" "Numerical" "Crisp" "Big" 655 0
"381" 381 125 "s02" "6:15:24" "Numerical" "Crisp" "Small" 1558 0
"382" 382 126 "s02" "16:25:34" "Verbal" "Vague" "Big" 1048 0
"383" 383 127 "s02" "26:35:44" "Verbal" "Crisp" "Small" 1380 0
"384" 384 128 "s02" "36:45:54" "Numerical" "Crisp" "Small" 1317 0
"385" 385 129 "s02" "6:15:24" "Numerical" "Vague" "Small" 710 1
"386" 386 130 "s02" "16:25:34" "Numerical" "Vague" "Small" 753 0
"387" 387 131 "s02" "26:35:44" "Verbal" "Vague" "Big" 450 0
"388" 388 132 "s02" "36:45:54" "Numerical" "Vague" "Big" 907 1
"389" 389 133 "s02" "6:15:24" "Numerical" "Crisp" "Small" 713 0
"390" 390 134 "s02" "16:25:34" "Verbal" "Vague" "Big" 574 0
"391" 391 135 "s02" "26:35:44" "Verbal" "Vague" "Small" 1150 0
"392" 392 136 "s02" "36:45:54" "Verbal" "Vague" "Big" 621 0
"393" 393 137 "s02" "6:15:24" "Verbal" "Crisp" "Small" 876 1
"394" 394 138 "s02" "16:25:34" "Verbal" "Crisp" "Small" 1821 0
"395" 395 139 "s02" "26:35:44" "Verbal" "Crisp" "Big" 1850 0
"396" 396 140 "s02" "36:45:54" "Verbal" "Vague" "Small" 1488 1
"397" 397 141 "s02" "6:15:24" "Verbal" "Vague" "Big" 1512 0
"398" 398 142 "s02" "16:25:34" "Verbal" "Vague" "Small" 1093 0
"399" 399 143 "s02" "26:35:44" "Numerical" "Crisp" "Small" 1277 0
"400" 400 144 "s02" "36:45:54" "Numerical" "Crisp" "Big" 1531 0
"401" 401 145 "s02" "6:15:24" "Verbal" "Vague" "Small" 1238 0
"402" 402 146 "s02" "16:25:34" "Verbal" "Crisp" "Big" 1203 1
"403" 403 147 "s02" "26:35:44" "Numerical" "Vague" "Big" 1590 0
"404" 404 148 "s02" "36:45:54" "Numerical" "Vague" "Big" 841 1
"405" 405 149 "s02" "6:15:24" "Numerical" "Crisp" "Big" 1306 0
"406" 406 150 "s02" "16:25:34" "Verbal" "Crisp" "Small" 982 0
"407" 407 151 "s02" "26:35:44" "Numerical" "Crisp" "Small" 910 1
"408" 408 152 "s02" "36:45:54" "Verbal" "Crisp" "Big" 790 0
"409" 409 153 "s02" "6:15:24" "Numerical" "Vague" "Big" 1696 0
"410" 410 154 "s02" "16:25:34" "Numerical" "Vague" "Small" 1819 0
"411" 411 155 "s02" "26:35:44" "Verbal" "Vague" "Small" 697 0
"412" 412 156 "s02" "36:45:54" "Numerical" "Vague" "Small" 819 0
"413" 413 157 "s02" "6:15:24" "Numerical" "Vague" "Small" 1346 1
"414" 414 158 "s02" "16:25:34" "Numerical" "Crisp" "Small" 1673 1
"415" 415 159 "s02" "26:35:44" "Verbal" "Crisp" "Big" 2824 0
"416" 416 160 "s02" "36:45:54" "Verbal" "Vague" "Big" 1659 0
"417" 417 161 "s02" "6:15:24" "Numerical" "Vague" "Big" 1058 0
"418" 418 162 "s02" "16:25:34" "Numerical" "Crisp" "Big" 972 1
"419" 419 163 "s02" "26:35:44" "Numerical" "Vague" "Small" 1912 1
"420" 420 164 "s02" "36:45:54" "Numerical" "Crisp" "Small" 1525 0
"421" 421 165 "s02" "6:15:24" "Verbal" "Crisp" "Small" 973 0
"422" 422 166 "s02" "16:25:34" "Numerical" "Crisp" "Small" 1111 0
"423" 423 167 "s02" "26:35:44" "Numerical" "Crisp" "Big" 1777 1
"424" 424 168 "s02" "36:45:54" "Verbal" "Crisp" "Small" 2179 0
"425" 425 169 "s02" "6:15:24" "Verbal" "Vague" "Small" 837 0
"426" 426 170 "s02" "16:25:34" "Numerical" "Vague" "Big" 2075 1
"427" 427 171 "s02" "26:35:44" "Numerical" "Vague" "Big" 1401 1
"428" 428 172 "s02" "36:45:54" "Verbal" "Crisp" "Small" 1300 0
"429" 429 173 "s02" "6:15:24" "Verbal" "Crisp" "Big" 1562 0
"430" 430 174 "s02" "16:25:34" "Verbal" "Crisp" "Big" 1781 0
"431" 431 175 "s02" "26:35:44" "Verbal" "Vague" "Big" 1823 1
"432" 432 176 "s02" "36:45:54" "Numerical" "Crisp" "Big" 1131 0
"433" 433 177 "s02" "6:15:24" "Verbal" "Crisp" "Big" 1122 0
"434" 434 178 "s02" "16:25:34" "Numerical" "Vague" "Big" 3307 1
"435" 435 179 "s02" "26:35:44" "Verbal" "Crisp" "Small" 955 0
"436" 436 180 "s02" "36:45:54" "Numerical" "Vague" "Small" 892 0
"437" 437 181 "s02" "6:15:24" "Verbal" "Vague" "Big" 1681 0
"438" 438 182 "s02" "16:25:34" "Verbal" "Vague" "Small" 1158 0
"439" 439 183 "s02" "26:35:44" "Verbal" "Crisp" "Small" 1240 0
"440" 440 184 "s02" "36:45:54" "Verbal" "Crisp" "Big" 1346 0
"441" 441 185 "s02" "6:15:24" "Numerical" "Crisp" "Small" 1170 0
"442" 442 186 "s02" "16:25:34" "Numerical" "Crisp" "Big" 1727 1
"443" 443 187 "s02" "26:35:44" "Numerical" "Crisp" "Big" 1927 0
"444" 444 188 "s02" "36:45:54" "Verbal" "Vague" "Small" 924 0
"445" 445 189 "s02" "6:15:24" "Numerical" "Crisp" "Big" 1231 1
"446" 446 190 "s02" "16:25:34" "Verbal" "Vague" "Big" 2030 0
"447" 447 191 "s02" "26:35:44" "Numerical" "Vague" "Small" 889 1
"448" 448 192 "s02" "36:45:54" "Numerical" "Crisp" "Small" 2383 0
"449" 449 193 "s02" "6:15:24" "Numerical" "Crisp" "Big" 727 1
"450" 450 194 "s02" "16:25:34" "Verbal" "Vague" "Small" 1334 1
"451" 451 195 "s02" "26:35:44" "Verbal" "Crisp" "Small" 995 0
"452" 452 196 "s02" "36:45:54" "Numerical" "Crisp" "Big" 1684 1
"453" 453 197 "s02" "6:15:24" "Numerical" "Crisp" "Small" 734 0
"454" 454 198 "s02" "16:25:34" "Verbal" "Vague" "Small" 754 0
"455" 455 199 "s02" "26:35:44" "Numerical" "Vague" "Big" 1629 1
"456" 456 200 "s02" "36:45:54" "Numerical" "Crisp" "Big" 1583 1
"457" 457 201 "s02" "6:15:24" "Numerical" "Crisp" "Small" 811 0
"458" 458 202 "s02" "16:25:34" "Numerical" "Crisp" "Big" 1547 1
"459" 459 203 "s02" "26:35:44" "Verbal" "Vague" "Big" 1128 0
"460" 460 204 "s02" "36:45:54" "Numerical" "Vague" "Small" 1158 0
"461" 461 205 "s02" "6:15:24" "Numerical" "Vague" "Small" 1119 1
"462" 462 206 "s02" "16:25:34" "Numerical" "Vague" "Big" 1068 1
"463" 463 207 "s02" "26:35:44" "Numerical" "Vague" "Small" 1367 0
"464" 464 208 "s02" "36:45:54" "Numerical" "Crisp" "Small" 1146 0
"465" 465 209 "s02" "6:15:24" "Verbal" "Vague" "Small" 1273 0
"466" 466 210 "s02" "16:25:34" "Verbal" "Vague" "Big" 1863 0
"467" 467 211 "s02" "26:35:44" "Verbal" "Crisp" "Big" 1599 0
"468" 468 212 "s02" "36:45:54" "Verbal" "Vague" "Small" 1318 0
"469" 469 213 "s02" "6:15:24" "Verbal" "Vague" "Small" 1358 0
"470" 470 214 "s02" "16:25:34" "Numerical" "Vague" "Small" 1461 0
"471" 471 215 "s02" "26:35:44" "Verbal" "Vague" "Small" 2857 0
"472" 472 216 "s02" "36:45:54" "Numerical" "Vague" "Big" 1092 0
"473" 473 217 "s02" "6:15:24" "Numerical" "Vague" "Big" 679 1
"474" 474 218 "s02" "16:25:34" "Numerical" "Crisp" "Small" 1407 0
"475" 475 219 "s02" "26:35:44" "Numerical" "Vague" "Small" 1203 0
"476" 476 220 "s02" "36:45:54" "Verbal" "Vague" "Small" 1542 0
"477" 477 221 "s02" "6:15:24" "Numerical" "Crisp" "Big" 1429 0
"478" 478 222 "s02" "16:25:34" "Numerical" "Crisp" "Small" 1201 1
"479" 479 223 "s02" "26:35:44" "Verbal" "Vague" "Small" 1167 0
"480" 480 224 "s02" "36:45:54" "Numerical" "Vague" "Small" 1668 0
"481" 481 225 "s02" "6:15:24" "Verbal" "Crisp" "Small" 1335 0
"482" 482 226 "s02" "16:25:34" "Numerical" "Vague" "Small" 860 0
"483" 483 227 "s02" "26:35:44" "Verbal" "Crisp" "Big" 2404 0
"484" 484 228 "s02" "36:45:54" "Verbal" "Vague" "Big" 701 0
"485" 485 229 "s02" "6:15:24" "Verbal" "Vague" "Big" 1978 0
"486" 486 230 "s02" "16:25:34" "Numerical" "Crisp" "Big" 1896 0
"487" 487 231 "s02" "26:35:44" "Verbal" "Crisp" "Small" 1432 0
"488" 488 232 "s02" "36:45:54" "Verbal" "Crisp" "Small" 1396 0
"489" 489 233 "s02" "6:15:24" "Numerical" "Vague" "Small" 1120 0
"490" 490 234 "s02" "16:25:34" "Verbal" "Crisp" "Small" 2376 0
"491" 491 235 "s02" "26:35:44" "Numerical" "Crisp" "Small" 918 1
"492" 492 236 "s02" "36:45:54" "Verbal" "Crisp" "Big" 1789 0
"493" 493 237 "s02" "6:15:24" "Verbal" "Crisp" "Big" 1771 0
"494" 494 238 "s02" "16:25:34" "Verbal" "Crisp" "Big" 1320 0
"495" 495 239 "s02" "26:35:44" "Numerical" "Crisp" "Big" 1478 0
"496" 496 240 "s02" "36:45:54" "Numerical" "Vague" "Big" 2399 0
"497" 497 241 "s02" "6:15:24" "Verbal" "Vague" "Big" 742 0
"498" 498 242 "s02" "16:25:34" "Verbal" "Crisp" "Small" 1064 0
"499" 499 243 "s02" "26:35:44" "Numerical" "Crisp" "Big" 1247 0
"500" 500 244 "s02" "36:45:54" "Verbal" "Crisp" "Small" 1646 0
"501" 501 245 "s02" "6:15:24" "Verbal" "Crisp" "Small" 1231 0
"502" 502 246 "s02" "16:25:34" "Verbal" "Crisp" "Big" 1750 0
"503" 503 247 "s02" "26:35:44" "Numerical" "Vague" "Big" 1733 0
"504" 504 248 "s02" "36:45:54" "Numerical" "Crisp" "Small" 1548 0
"505" 505 249 "s02" "6:15:24" "Numerical" "Vague" "Big" 1512 1
"506" 506 250 "s02" "16:25:34" "Verbal" "Vague" "Big" 702 0
"507" 507 251 "s02" "26:35:44" "Verbal" "Vague" "Big" 1197 0
"508" 508 252 "s02" "36:45:54" "Verbal" "Vague" "Big" 677 0
"509" 509 253 "s02" "6:15:24" "Verbal" "Crisp" "Big" 580 0
"510" 510 254 "s02" "16:25:34" "Numerical" "Vague" "Big" 1806 0
"511" 511 255 "s02" "26:35:44" "Numerical" "Crisp" "Small" 796 1
"512" 512 256 "s02" "36:45:54" "Verbal" "Crisp" "Big" 1464 0
"513" 513 1 "s03" "6:15:24" "Verbal" "Crisp" "Small" 669 0
"514" 514 2 "s03" "16:25:34" "Numerical" "Vague" "Big" 898 0
"515" 515 3 "s03" "26:35:44" "Numerical" "Vague" "Big" 1424 1
"516" 516 4 "s03" "36:45:54" "Numerical" "Crisp" "Big" 1178 0
"517" 517 5 "s03" "6:15:24" "Verbal" "Crisp" "Big" 820 0
"518" 518 6 "s03" "16:25:34" "Numerical" "Vague" "Big" 1132 0
"519" 519 7 "s03" "26:35:44" "Verbal" "Crisp" "Small" 1038 0
"520" 520 8 "s03" "36:45:54" "Verbal" "Crisp" "Small" 925 0
"521" 521 9 "s03" "6:15:24" "Numerical" "Vague" "Small" 1040 1
"522" 522 10 "s03" "16:25:34" "Verbal" "Vague" "Big" 1123 0
"523" 523 11 "s03" "26:35:44" "Verbal" "Vague" "Big" 975 0
"524" 524 12 "s03" "36:45:54" "Verbal" "Crisp" "Big" 850 0
"525" 525 13 "s03" "6:15:24" "Verbal" "Vague" "Big" 983 0
"526" 526 14 "s03" "16:25:34" "Numerical" "Crisp" "Big" 1184 0
"527" 527 15 "s03" "26:35:44" "Verbal" "Vague" "Small" 1148 0
"528" 528 16 "s03" "36:45:54" "Verbal" "Crisp" "Small" 1511 0
"529" 529 17 "s03" "6:15:24" "Numerical" "Vague" "Big" 1242 0
"530" 530 18 "s03" "16:25:34" "Verbal" "Vague" "Small" 886 0
"531" 531 19 "s03" "26:35:44" "Numerical" "Crisp" "Big" 1534 1
"532" 532 20 "s03" "36:45:54" "Numerical" "Crisp" "Big" 1226 0
"533" 533 21 "s03" "6:15:24" "Numerical" "Vague" "Big" 1018 0
"534" 534 22 "s03" "16:25:34" "Verbal" "Crisp" "Small" 1358 0
"535" 535 23 "s03" "26:35:44" "Verbal" "Vague" "Big" 1248 0
"536" 536 24 "s03" "36:45:54" "Numerical" "Vague" "Big" 1689 1
"537" 537 25 "s03" "6:15:24" "Numerical" "Crisp" "Big" 1006 0
"538" 538 26 "s03" "16:25:34" "Numerical" "Crisp" "Small" 1544 1
"539" 539 27 "s03" "26:35:44" "Numerical" "Vague" "Small" 1904 1
"540" 540 28 "s03" "36:45:54" "Verbal" "Crisp" "Big" 1139 0
"541" 541 29 "s03" "6:15:24" "Verbal" "Crisp" "Small" 941 0
"542" 542 30 "s03" "16:25:34" "Numerical" "Vague" "Small" 1300 1
"543" 543 31 "s03" "26:35:44" "Numerical" "Crisp" "Small" 2629 1
"544" 544 32 "s03" "36:45:54" "Numerical" "Vague" "Big" 1233 0
"545" 545 33 "s03" "6:15:24" "Verbal" "Vague" "Small" 1091 0
"546" 546 34 "s03" "16:25:34" "Verbal" "Crisp" "Big" 1503 0
"547" 547 35 "s03" "26:35:44" "Verbal" "Vague" "Small" 1335 0
"548" 548 36 "s03" "36:45:54" "Numerical" "Vague" "Small" 1969 0
"549" 549 37 "s03" "6:15:24" "Verbal" "Vague" "Small" 925 0
"550" 550 38 "s03" "16:25:34" "Verbal" "Crisp" "Big" 911 0
"551" 551 39 "s03" "26:35:44" "Verbal" "Crisp" "Big" 748 0
"552" 552 40 "s03" "36:45:54" "Numerical" "Vague" "Small" 2049 0
"553" 553 41 "s03" "6:15:24" "Numerical" "Vague" "Small" 1557 1
"554" 554 42 "s03" "16:25:34" "Numerical" "Vague" "Small" 1710 0
"555" 555 43 "s03" "26:35:44" "Numerical" "Crisp" "Small" 1274 0
"556" 556 44 "s03" "36:45:54" "Verbal" "Vague" "Small" 1690 0
"557" 557 45 "s03" "6:15:24" "Verbal" "Crisp" "Big" 1043 0
"558" 558 46 "s03" "16:25:34" "Verbal" "Crisp" "Small" 1638 0
"559" 559 47 "s03" "26:35:44" "Verbal" "Crisp" "Small" 958 0
"560" 560 48 "s03" "36:45:54" "Numerical" "Crisp" "Small" 1099 0
"561" 561 49 "s03" "6:15:24" "Numerical" "Crisp" "Big" 1729 0
"562" 562 50 "s03" "16:25:34" "Verbal" "Vague" "Small" 1386 0
"563" 563 51 "s03" "26:35:44" "Numerical" "Crisp" "Big" 1374 1
"564" 564 52 "s03" "36:45:54" "Numerical" "Crisp" "Small" 1225 0
"565" 565 53 "s03" "6:15:24" "Verbal" "Vague" "Big" 1297 0
"566" 566 54 "s03" "16:25:34" "Numerical" "Crisp" "Small" 1496 1
"567" 567 55 "s03" "26:35:44" "Numerical" "Vague" "Big" 2244 1
"568" 568 56 "s03" "36:45:54" "Verbal" "Vague" "Big" 987 0
"569" 569 57 "s03" "6:15:24" "Numerical" "Crisp" "Small" 1300 0
"570" 570 58 "s03" "16:25:34" "Numerical" "Crisp" "Big" 1966 0
"571" 571 59 "s03" "26:35:44" "Verbal" "Crisp" "Big" 1553 0
"572" 572 60 "s03" "36:45:54" "Verbal" "Vague" "Small" 1801 0
"573" 573 61 "s03" "6:15:24" "Numerical" "Crisp" "Small" 982 0
"574" 574 62 "s03" "16:25:34" "Verbal" "Vague" "Big" 2869 0
"575" 575 63 "s03" "26:35:44" "Numerical" "Vague" "Small" 1271 1
"576" 576 64 "s03" "36:45:54" "Verbal" "Vague" "Big" 898 0
"577" 577 65 "s03" "6:15:24" "Numerical" "Crisp" "Small" 1284 0
"578" 578 66 "s03" "16:25:34" "Verbal" "Crisp" "Small" 804 0
"579" 579 67 "s03" "26:35:44" "Numerical" "Vague" "Small" 2383 0
"580" 580 68 "s03" "36:45:54" "Verbal" "Vague" "Big" 637 0
"581" 581 69 "s03" "6:15:24" "Verbal" "Vague" "Small" 678 0
"582" 582 70 "s03" "16:25:34" "Verbal" "Vague" "Big" 674 0
"583" 583 71 "s03" "26:35:44" "Numerical" "Crisp" "Big" 1480 0
"584" 584 72 "s03" "36:45:54" "Numerical" "Vague" "Small" 1887 1
"585" 585 73 "s03" "6:15:24" "Verbal" "Crisp" "Small" 741 0
"586" 586 74 "s03" "16:25:34" "Verbal" "Crisp" "Small" 1144 0
"587" 587 75 "s03" "26:35:44" "Verbal" "Crisp" "Small" 808 0
"588" 588 76 "s03" "36:45:54" "Numerical" "Crisp" "Big" 997 0
"589" 589 77 "s03" "6:15:24" "Verbal" "Crisp" "Small" 671 0
"590" 590 78 "s03" "16:25:34" "Verbal" "Vague" "Small" 790 0
"591" 591 79 "s03" "26:35:44" "Verbal" "Crisp" "Big" 1040 0
"592" 592 80 "s03" "36:45:54" "Verbal" "Vague" "Small" 1845 0
"593" 593 81 "s03" "6:15:24" "Numerical" "Vague" "Small" 1173 1
"594" 594 82 "s03" "16:25:34" "Numerical" "Vague" "Big" 1922 0
"595" 595 83 "s03" "26:35:44" "Numerical" "Vague" "Big" 656 0
"596" 596 84 "s03" "36:45:54" "Verbal" "Vague" "Big" 775 0
"597" 597 85 "s03" "6:15:24" "Numerical" "Vague" "Small" 1727 0
"598" 598 86 "s03" "16:25:34" "Numerical" "Vague" "Small" 1220 0
"599" 599 87 "s03" "26:35:44" "Numerical" "Crisp" "Small" 2297 0
"600" 600 88 "s03" "36:45:54" "Verbal" "Vague" "Small" 1848 0
"601" 601 89 "s03" "6:15:24" "Numerical" "Crisp" "Big" 1267 0
"602" 602 90 "s03" "16:25:34" "Numerical" "Crisp" "Big" 2192 0
"603" 603 91 "s03" "26:35:44" "Numerical" "Crisp" "Big" 746 0
"604" 604 92 "s03" "36:45:54" "Verbal" "Crisp" "Big" 903 0
"605" 605 93 "s03" "6:15:24" "Verbal" "Crisp" "Big" 1637 0
"606" 606 94 "s03" "16:25:34" "Verbal" "Vague" "Small" 973 0
"607" 607 95 "s03" "26:35:44" "Numerical" "Vague" "Small" 1768 0
"608" 608 96 "s03" "36:45:54" "Numerical" "Vague" "Big" 1332 0
"609" 609 97 "s03" "6:15:24" "Verbal" "Crisp" "Big" 957 0
"610" 610 98 "s03" "16:25:34" "Numerical" "Vague" "Small" 1264 1
"611" 611 99 "s03" "26:35:44" "Verbal" "Vague" "Big" 1098 0
"612" 612 100 "s03" "36:45:54" "Numerical" "Vague" "Big" 782 0
"613" 613 101 "s03" "6:15:24" "Numerical" "Crisp" "Big" 1416 0
"614" 614 102 "s03" "16:25:34" "Verbal" "Vague" "Big" 1921 0
"615" 615 103 "s03" "26:35:44" "Numerical" "Vague" "Big" 1268 1
"616" 616 104 "s03" "36:45:54" "Numerical" "Crisp" "Small" 1661 0
"617" 617 105 "s03" "6:15:24" "Verbal" "Vague" "Small" 751 0
"618" 618 106 "s03" "16:25:34" "Verbal" "Crisp" "Big" 745 0
"619" 619 107 "s03" "26:35:44" "Verbal" "Vague" "Small" 1353 0
"620" 620 108 "s03" "36:45:54" "Numerical" "Crisp" "Small" 1328 1
"621" 621 109 "s03" "6:15:24" "Numerical" "Vague" "Big" 1051 0
"622" 622 110 "s03" "16:25:34" "Verbal" "Crisp" "Big" 864 0
"623" 623 111 "s03" "26:35:44" "Verbal" "Crisp" "Big" 700 0
"624" 624 112 "s03" "36:45:54" "Verbal" "Crisp" "Small" 1398 0
"625" 625 113 "s03" "6:15:24" "Numerical" "Vague" "Big" 1683 1
"626" 626 114 "s03" "16:25:34" "Numerical" "Crisp" "Small" 1195 0
"627" 627 115 "s03" "26:35:44" "Verbal" "Vague" "Small" 1279 0
"628" 628 116 "s03" "36:45:54" "Numerical" "Crisp" "Big" 1058 0
"629" 629 117 "s03" "6:15:24" "Verbal" "Vague" "Big" 1679 0
"630" 630 118 "s03" "16:25:34" "Numerical" "Crisp" "Small" 1559 0
"631" 631 119 "s03" "26:35:44" "Verbal" "Crisp" "Small" 782 0
"632" 632 120 "s03" "36:45:54" "Verbal" "Crisp" "Small" 744 0
"633" 633 121 "s03" "6:15:24" "Numerical" "Crisp" "Small" 574 0
"634" 634 122 "s03" "16:25:34" "Numerical" "Vague" "Big" 1365 1
"635" 635 123 "s03" "26:35:44" "Verbal" "Vague" "Big" 498 0
"636" 636 124 "s03" "36:45:54" "Numerical" "Vague" "Small" 1317 1
"637" 637 125 "s03" "6:15:24" "Verbal" "Vague" "Big" 619 0
"638" 638 126 "s03" "16:25:34" "Numerical" "Crisp" "Big" 1521 0
"639" 639 127 "s03" "26:35:44" "Numerical" "Crisp" "Small" 2153 0
"640" 640 128 "s03" "36:45:54" "Verbal" "Crisp" "Big" 547 0
"641" 641 129 "s03" "6:15:24" "Verbal" "Crisp" "Small" 661 0
"642" 642 130 "s03" "16:25:34" "Verbal" "Vague" "Small" 643 0
"643" 643 131 "s03" "26:35:44" "Numerical" "Vague" "Small" 735 1
"644" 644 132 "s03" "36:45:54" "Numerical" "Crisp" "Big" 578 0
"645" 645 133 "s03" "6:15:24" "Verbal" "Crisp" "Small" 758 0
"646" 646 134 "s03" "16:25:34" "Verbal" "Vague" "Big" 934 0
"647" 647 135 "s03" "26:35:44" "Verbal" "Vague" "Big" 685 0
"648" 648 136 "s03" "36:45:54" "Verbal" "Vague" "Big" 964 0
"649" 649 137 "s03" "6:15:24" "Verbal" "Vague" "Big" 738 0
"650" 650 138 "s03" "16:25:34" "Verbal" "Crisp" "Big" 993 0
"651" 651 139 "s03" "26:35:44" "Numerical" "Vague" "Big" 1737 1
"652" 652 140 "s03" "36:45:54" "Numerical" "Vague" "Big" 975 0
"653" 653 141 "s03" "6:15:24" "Numerical" "Crisp" "Big" 809 0
"654" 654 142 "s03" "16:25:34" "Numerical" "Crisp" "Small" 1093 1
"655" 655 143 "s03" "26:35:44" "Numerical" "Vague" "Small" 1482 1
"656" 656 144 "s03" "36:45:54" "Verbal" "Vague" "Small" 1371 1
"657" 657 145 "s03" "6:15:24" "Verbal" "Vague" "Big" 862 0
"658" 658 146 "s03" "16:25:34" "Numerical" "Crisp" "Big" 986 0
"659" 659 147 "s03" "26:35:44" "Numerical" "Crisp" "Small" 1150 1
"660" 660 148 "s03" "36:45:54" "Verbal" "Vague" "Big" 1314 0
"661" 661 149 "s03" "6:15:24" "Verbal" "Crisp" "Big" 673 0
"662" 662 150 "s03" "16:25:34" "Numerical" "Vague" "Small" 2001 1
"663" 663 151 "s03" "26:35:44" "Verbal" "Vague" "Small" 986 0
"664" 664 152 "s03" "36:45:54" "Verbal" "Crisp" "Small" 1299 0
"665" 665 153 "s03" "6:15:24" "Numerical" "Vague" "Small" 1086 1
"666" 666 154 "s03" "16:25:34" "Numerical" "Crisp" "Big" 2153 1
"667" 667 155 "s03" "26:35:44" "Numerical" "Crisp" "Big" 803 0
"668" 668 156 "s03" "36:45:54" "Numerical" "Vague" "Big" 837 0
"669" 669 157 "s03" "6:15:24" "Numerical" "Crisp" "Small" 723 0
"670" 670 158 "s03" "16:25:34" "Verbal" "Vague" "Big" 1799 0
"671" 671 159 "s03" "26:35:44" "Numerical" "Crisp" "Small" 1088 0
"672" 672 160 "s03" "36:45:54" "Verbal" "Crisp" "Small" 989 0
"673" 673 161 "s03" "6:15:24" "Numerical" "Vague" "Big" 1986 1
"674" 674 162 "s03" "16:25:34" "Numerical" "Vague" "Small" 1179 1
"675" 675 163 "s03" "26:35:44" "Verbal" "Crisp" "Big" 668 0
"676" 676 164 "s03" "36:45:54" "Verbal" "Vague" "Small" 802 0
"677" 677 165 "s03" "6:15:24" "Numerical" "Crisp" "Small" 589 0
"678" 678 166 "s03" "16:25:34" "Numerical" "Vague" "Big" 1048 0
"679" 679 167 "s03" "26:35:44" "Verbal" "Vague" "Big" 547 0
"680" 680 168 "s03" "36:45:54" "Numerical" "Crisp" "Small" 1164 0
"681" 681 169 "s03" "6:15:24" "Numerical" "Crisp" "Big" 1266 1
"682" 682 170 "s03" "16:25:34" "Verbal" "Crisp" "Small" 789 0
"683" 683 171 "s03" "26:35:44" "Verbal" "Crisp" "Small" 1588 0
"684" 684 172 "s03" "36:45:54" "Verbal" "Crisp" "Big" 900 0
"685" 685 173 "s03" "6:15:24" "Verbal" "Crisp" "Big" 1445 0
"686" 686 174 "s03" "16:25:34" "Verbal" "Crisp" "Big" 581 0
"687" 687 175 "s03" "26:35:44" "Numerical" "Vague" "Big" 1432 0
"688" 688 176 "s03" "36:45:54" "Numerical" "Vague" "Small" 891 1
"689" 689 177 "s03" "6:15:24" "Verbal" "Vague" "Small" 513 0
"690" 690 178 "s03" "16:25:34" "Verbal" "Crisp" "Small" 533 0
"691" 691 179 "s03" "26:35:44" "Verbal" "Crisp" "Big" 1229 0
