Item	Condition	Order	Quantity	Left	Mid	Right	Instruction	Subject	Instruction_RT	RESPONSE	RT
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	10	1757	RIGHT	1804
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	10	2138	LEFT	1884
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	10	2703	RIGHT	1437
2	2	1	1	16	25	34	'Choose a square with 16 dots'	10	1083	LEFT	8359
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	10	1215	MIDDLE	3787
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	10	713	RIGHT	4717
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	10	747	LEFT	1534
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	10	1423	MIDDLE	3681
3	2	1	2	26	35	44	'Choose a square with 44 dots'	10	803	MIDDLE	10253
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	10	1281	RIGHT	3272
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	10	1465	LEFT	1267
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	10	1294	RIGHT	4533
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	10	1376	LEFT	1349
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	10	1428	RIGHT	1864
1	2	2	2	24	15	6	'Choose a square with 24 dots'	10	1299	LEFT	5780
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	10	1265	RIGHT	5115
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	10	1240	RIGHT	2570
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	10	1596	LEFT	6017
1	2	1	2	6	15	24	'Choose a square with 24 dots'	10	1240	RIGHT	5538
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	10	911	LEFT	3388
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	10	976	RIGHT	2213
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	10	1116	LEFT	4035
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	10	1248	RIGHT	1306
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	10	1898	RIGHT	1300
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	10	2549	LEFT	5455
4	2	1	2	36	45	54	'Choose a square with 54 dots'	10	1241	RIGHT	3306
1	2	1	1	6	15	24	'Choose a square with 6 dots'	10	810	LEFT	1331
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	10	1172	LEFT	1207
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	10	1427	LEFT	1422
4	2	2	2	54	45	36	'Choose a square with 54 dots'	10	1138	LEFT	5120
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	10	1085	MIDDLE	21566
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	10	1059	RIGHT	4773
3	2	1	1	26	35	44	'Choose a square with 26 dots'	10	1950	LEFT	8334
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	10	783	LEFT	3338
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	10	1057	MIDDLE	16048
2	2	2	2	34	25	16	'Choose a square with 34 dots'	10	1919	MIDDLE	8697
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	10	1059	RIGHT	1751
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	10	1572	RIGHT	2482
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	10	2807	RIGHT	10929
2	2	2	1	34	25	16	'Choose a square with 16 dots'	10	843	RIGHT	6228
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	10	1281	LEFT	1593
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	10	1415	RIGHT	1691
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	10	1413	RIGHT	1553
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	10	1800	LEFT	2495
3	2	2	1	44	35	26	'Choose a square with 26 dots'	10	2667	RIGHT	7969
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	10	2367	LEFT	2359
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	10	905	LEFT	6872
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	10	1189	MIDDLE	3449
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	10	2747	LEFT	2438
4	2	2	1	54	45	36	'Choose a square with 36 dots'	10	1038	MIDDLE	5766
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	10	1036	LEFT	1254
2	2	1	2	16	25	34	'Choose a square with 34 dots'	10	1120	MIDDLE	8446
3	2	2	2	44	35	26	'Choose a square with 44 dots'	10	2530	LEFT	7942
4	2	1	1	36	45	54	'Choose a square with 36 dots'	10	1021	MIDDLE	3541
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	10	2309	LEFT	3080
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	10	2400	LEFT	1376
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	10	2573	RIGHT	2567
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	10	2145	MIDDLE	4723
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	11	6025	LEFT	2741
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	11	3169	LEFT	2708
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	11	2778	LEFT	2430
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	11	2371	RIGHT	2246
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	11	2644	RIGHT	1635
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	11	3191	RIGHT	1617
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	11	3055	LEFT	1719
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	11	2369	LEFT	1889
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	11	3173	RIGHT	1416
2	2	2	1	34	25	16	'Choose a square with 16 dots'	11	2989	RIGHT	1487
3	2	1	2	26	35	44	'Choose a square with 44 dots'	11	2649	LEFT	1984
4	2	1	2	36	45	54	'Choose a square with 54 dots'	11	2631	MIDDLE	6766
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	11	2400	LEFT	3247
2	2	2	2	34	25	16	'Choose a square with 34 dots'	11	2402	MIDDLE	2472
3	2	1	1	26	35	44	'Choose a square with 26 dots'	11	1918	LEFT	8543
4	2	2	2	54	45	36	'Choose a square with 54 dots'	11	1923	RIGHT	2593
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	11	3042	LEFT	2963
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	11	2311	LEFT	2754
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	11	2094	LEFT	1793
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	11	3280	RIGHT	4543
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	11	2738	RIGHT	1621
2	2	1	1	16	25	34	'Choose a square with 16 dots'	11	1754	LEFT	2265
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	11	2214	RIGHT	3045
4	2	2	1	54	45	36	'Choose a square with 36 dots'	11	2062	RIGHT	1731
1	2	2	1	24	15	6	'Choose a square with 6 dots'	11	2380	RIGHT	1797
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	11	2483	MIDDLE	3401
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	11	2717	RIGHT	1728
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	11	2306	LEFT	2076
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	11	2138	RIGHT	3202
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	11	2821	RIGHT	1334
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	11	4814	RIGHT	1710
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	11	2550	LEFT	1473
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	11	1979	RIGHT	2178
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	11	1444	LEFT	2142
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	11	2344	RIGHT	2954
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	11	2326	LEFT	2977
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	11	2525	MIDDLE	2432
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	11	2048	RIGHT	1540
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	11	3332	LEFT	3482
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	11	3891	RIGHT	3564
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	11	2387	LEFT	3162
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	11	2463	LEFT	2461
3	2	2	1	44	35	26	'Choose a square with 26 dots'	11	2147	RIGHT	2509
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	11	1530	MIDDLE	2337
1	2	2	2	24	15	6	'Choose a square with 24 dots'	11	2084	MIDDLE	3662
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	11	1426	LEFT	7412
3	2	2	2	44	35	26	'Choose a square with 44 dots'	11	1478	LEFT	4264
4	2	1	1	36	45	54	'Choose a square with 36 dots'	11	1268	LEFT	1925
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	11	2871	LEFT	2303
2	2	1	2	16	25	34	'Choose a square with 34 dots'	11	1370	RIGHT	2759
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	11	1651	MIDDLE	4751
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	11	2881	RIGHT	1407
1	2	1	1	6	15	24	'Choose a square with 6 dots'	11	2348	LEFT	2309
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	11	2024	LEFT	1926
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	11	1761	RIGHT	7831
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	11	2090	RIGHT	2844
1	2	1	2	6	15	24	'Choose a square with 24 dots'	11	1541	RIGHT	4836
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	11	1332	MIDDLE	4955
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	11	2182	RIGHT	1694
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	11	672	LEFT	3519
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	11	2175	LEFT	5311
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	11	1502	RIGHT	2270
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	11	3026	LEFT	1404
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	11	2320	RIGHT	2484
1	2	2	1	24	15	6	'Choose a square with 6 dots'	11	7731	RIGHT	2768
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	11	2915	RIGHT	2192
3	2	2	1	44	35	26	'Choose a square with 26 dots'	11	1802	MIDDLE	1942
4	2	2	1	54	45	36	'Choose a square with 36 dots'	11	1662	MIDDLE	2922
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	11	2351	LEFT	2930
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	11	3463	LEFT	1640
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	11	1387	RIGHT	2008
4	2	1	2	36	45	54	'Choose a square with 54 dots'	11	1638	MIDDLE	4250
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	11	2159	RIGHT	1711
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	11	2889	MIDDLE	5808
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	11	2643	LEFT	2299
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	11	1112	LEFT	1286
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	11	2215	RIGHT	2285
2	2	1	2	16	25	34	'Choose a square with 34 dots'	11	1650	MIDDLE	1790
3	2	2	2	44	35	26	'Choose a square with 44 dots'	11	932	LEFT	3049
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	11	1234	MIDDLE	4877
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	11	2314	MIDDLE	3342
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	11	2300	LEFT	2135
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	11	1297	LEFT	2650
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	11	1393	RIGHT	3509
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	11	1430	LEFT	3066
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	11	1489	LEFT	1794
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	11	1434	LEFT	2317
4	2	2	2	54	45	36	'Choose a square with 54 dots'	11	1408	MIDDLE	4539
1	2	1	2	6	15	24	'Choose a square with 24 dots'	11	1111	RIGHT	4645
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	11	1531	LEFT	2388
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	11	1748	RIGHT	2796
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	11	1662	MIDDLE	3313
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	11	673	LEFT	2234
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	11	237	RIGHT	3660
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	11	1671	LEFT	1905
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	11	1732	MIDDLE	4252
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	11	1497	LEFT	2842
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	11	1549	RIGHT	1657
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	11	2924	RIGHT	1481
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	11	1244	MIDDLE	4061
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	11	146	LEFT	4667
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	11	689	RIGHT	4080
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	11	2843	MIDDLE	2843
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	11	3274	MIDDLE	2467
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	11	1601	RIGHT	1582
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	11	1844	RIGHT	1584
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	11	3454	RIGHT	2216
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	11	3783	LEFT	1740
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	11	2207	LEFT	1580
2	2	2	1	34	25	16	'Choose a square with 16 dots'	11	1938	RIGHT	1571
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	11	2066	LEFT	5533
4	2	1	1	36	45	54	'Choose a square with 36 dots'	11	1093	MIDDLE	2779
1	2	2	2	24	15	6	'Choose a square with 24 dots'	11	1206	LEFT	4505
2	2	1	1	16	25	34	'Choose a square with 16 dots'	11	1253	LEFT	2366
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	11	1169	RIGHT	2254
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	11	1483	RIGHT	3606
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	11	1815	RIGHT	1990
2	2	2	2	34	25	16	'Choose a square with 34 dots'	11	1605	LEFT	2458
3	2	1	2	26	35	44	'Choose a square with 44 dots'	11	969	MIDDLE	3909
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	11	1215	RIGHT	1833
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	11	575	RIGHT	3849
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	11	1910	RIGHT	2559
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	11	2730	RIGHT	2670
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	11	2357	LEFT	3140
1	2	1	1	6	15	24	'Choose a square with 6 dots'	11	171	LEFT	2379
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	11	2076	LEFT	1848
3	2	1	1	26	35	44	'Choose a square with 26 dots'	11	1437	LEFT	2056
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	11	2	RIGHT	5715
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	11	4678	LEFT	2275
2	2	2	1	34	25	16	'Choose a square with 16 dots'	11	1535	RIGHT	1623
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	11	2171	RIGHT	3396
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	11	2792	RIGHT	3050
1	3	1	2	6	15	24	'Choose a square with far more than 10 dots'	11	2994	RIGHT	1868
2	4	2	1	34	25	16	'Choose a square with fewer than 30 dots'	11	66	RIGHT	3077
3	1	1	2	26	35	44	'Choose a square with about 40 dots'	11	1485	RIGHT	1894
4	2	2	1	54	45	36	'Choose a square with 36 dots'	11	1017	MIDDLE	4083
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	11	1735	RIGHT	2879
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	11	1767	RIGHT	2324
3	2	2	2	44	35	26	'Choose a square with 44 dots'	11	1105	LEFT	1558
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	11	1392	MIDDLE	4530
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	11	541	RIGHT	1921
2	2	2	2	34	25	16	'Choose a square with 34 dots'	11	1242	LEFT	1845
3	4	1	2	26	35	44	'Choose a square with more than 30 dots'	11	961	RIGHT	1742
4	2	1	1	36	45	54	'Choose a square with 36 dots'	11	213	MIDDLE	6149
1	2	2	1	24	15	6	'Choose a square with 6 dots'	11	205	RIGHT	1678
2	2	1	1	16	25	34	'Choose a square with 16 dots'	11	1169	LEFT	1468
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	11	1175	LEFT	2516
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	11	1353	RIGHT	1678
1	1	1	2	6	15	24	'Choose a square with about 20 dots'	11	2922	RIGHT	7166
2	4	2	2	34	25	16	'Choose a square with more than 20 dots'	11	1984	LEFT	1599
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	11	1006	LEFT	9999
4	4	1	1	36	45	54	'Choose a square with fewer than 50 dots'	11	2267	LEFT	3448
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	11	1818	LEFT	2494
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	11	1	RIGHT	2571
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	11	1918	MIDDLE	3582
4	3	1	2	36	45	54	'Choose a square with far more than 40 dots'	11	1532	RIGHT	1979
1	2	2	2	24	15	6	'Choose a square with 24 dots'	11	843	LEFT	2956
2	1	2	2	34	25	16	'Choose a square with about 30 dots'	11	1041	LEFT	8465
3	2	1	2	26	35	44	'Choose a square with 44 dots'	11	1309	RIGHT	1629
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	11	697	LEFT	4791
1	2	1	1	6	15	24	'Choose a square with 6 dots'	11	1192	LEFT	2348
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	11	583	LEFT	3779
3	3	2	2	44	35	26	'Choose a square with far more than 30 dots'	11	239	LEFT	2798
4	2	1	2	36	45	54	'Choose a square with 54 dots'	11	1025	RIGHT	1675
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	11	1357	LEFT	2723
2	2	1	2	16	25	34	'Choose a square with 34 dots'	11	1056	RIGHT	1456
3	4	2	2	44	35	26	'Choose a square with more than 30 dots'	11	731	LEFT	1448
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	11	1763	RIGHT	1770
1	2	1	2	6	15	24	'Choose a square with 24 dots'	11	1209	RIGHT	2813
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	11	984	LEFT	1419
3	3	2	1	44	35	26	'Choose a square with far fewer than 40 dots'	11	1895	RIGHT	1993
4	2	2	2	54	45	36	'Choose a square with 54 dots'	11	1409	LEFT	1460
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	11	1575	LEFT	7029
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	11	1476	LEFT	2855
3	2	2	1	44	35	26	'Choose a square with 26 dots'	11	774	RIGHT	2673
4	4	2	2	54	45	36	'Choose a square with more than 40 dots'	11	271	LEFT	2181
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	11	1422	LEFT	1569
2	1	1	1	16	25	34	'Choose a square with about 20 dots'	11	1320	RIGHT	8840
3	2	1	1	26	35	44	'Choose a square with 26 dots'	11	2101	LEFT	2271
4	1	2	2	54	45	36	'Choose a square with about 50 dots'	11	1965	LEFT	2100
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	11	1439	LEFT	1426
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	11	1126	RIGHT	6029
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	11	1402	LEFT	3324
4	1	1	1	36	45	54	'Choose a square with about 40 dots'	11	244	MIDDLE	5330
1	4	2	1	24	15	6	'Choose a square with fewer than 20 dots'	11	1359	RIGHT	1341
2	1	2	1	34	25	16	'Choose a square with about 20 dots'	11	1508	RIGHT	1276
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	11	1630	RIGHT	2882
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	11	1832	LEFT	5381
1	1	2	1	24	15	6	'Choose a square with about 10 dots'	11	81	RIGHT	3599
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	11	1515	RIGHT	2635
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	11	763	LEFT	3030
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	11	2104	RIGHT	1490
1	3	2	1	24	15	6	'Choose a square with far fewer than 20 dots'	12	2166	RIGHT	2512
2	1	1	2	16	25	34	'Choose a square with about 30 dots'	12	1403	RIGHT	1486
3	3	1	1	26	35	44	'Choose a square with far fewer than 40 dots'	12	1417	LEFT	1636
4	3	1	1	36	45	54	'Choose a square with far fewer than 50 dots'	12	1993	LEFT	1583
1	4	1	1	6	15	24	'Choose a square with fewer than 20 dots'	12	1902	LEFT	1256
2	4	1	1	16	25	34	'Choose a square with fewer than 30 dots'	12	1162	LEFT	1581
3	1	2	2	44	35	26	'Choose a square with about 40 dots'	12	2453	LEFT	1443
4	1	2	1	54	45	36	'Choose a square with about 40 dots'	12	2437	MIDDLE	1788
1	4	1	2	6	15	24	'Choose a square with more than 10 dots'	12	1818	RIGHT	1992
2	3	2	1	34	25	16	'Choose a square with far fewer than 30 dots'	12	8134	RIGHT	949
3	4	1	1	26	35	44	'Choose a square with fewer than 40 dots'	12	1043	LEFT	1396
4	2	2	2	54	45	36	'Choose a square with 54 dots'	12	121	LEFT	2520
1	2	1	1	6	15	24	'Choose a square with 6 dots'	12	1289	LEFT	1280
2	3	1	1	16	25	34	'Choose a square with far fewer than 30 dots'	12	3386	LEFT	958
3	1	2	1	44	35	26	'Choose a square with about 30 dots'	12	1091	MIDDLE	2346
4	4	2	1	54	45	36	'Choose a square with fewer than 50 dots'	12	1246	RIGHT	3095
1	3	2	2	24	15	6	'Choose a square with far more than 10 dots'	12	1517	LEFT	1022
2	3	2	2	34	25	16	'Choose a square with far more than 20 dots'	12	2480	LEFT	1381
3	4	2	1	44	35	26	'Choose a square with fewer than 40 dots'	12	1714	RIGHT	1188
4	1	1	2	36	45	54	'Choose a square with about 50 dots'	12	4001	RIGHT	2149
1	2	1	2	6	15	24	'Choose a square with 24 dots'	12	1696	RIGHT	889
2	3	1	2	16	25	34	'Choose a square with far more than 20 dots'	12	1776	RIGHT	863
3	2	2	1	44	35	26	'Choose a square with 26 dots'	12	663	RIGHT	1726
4	3	2	2	54	45	36	'Choose a square with far more than 40 dots'	12	1775	LEFT	1749
1	4	2	2	24	15	6	'Choose a square with more than 10 dots'	12	1046	LEFT	1736
2	2	1	1	16	25	34	'Choose a square with 16 dots'	12	1688	LEFT	2586
3	2	2	2	44	35	26	'Choose a square with 44 dots'	12	693	LEFT	1330
4	4	1	2	36	45	54	'Choose a square with more than 40 dots'	12	1090	RIGHT	930
1	3	1	1	6	15	24	'Choose a square with far fewer than 20 dots'	12	1055	LEFT	806
2	2	1	2	16	25	34	'Choose a square with 34 dots'	12	7409	RIGHT	2331
3	3	1	2	26	35	44	'Choose a square with far more than 30 dots'	12	1447	RIGHT	849
4	3	2	1	54	45	36	'Choose a square with far fewer than 50 dots'	12	1810	MIDDLE	1445
1	1	1	1	6	15	24	'Choose a square with about 10 dots'	12	1098	MIDDLE	2504
2	4	1	2	16	25	34	'Choose a square with more than 20 dots'	12	3303	RIGHT	972
3	1	1	1	26	35	44	'Choose a square with about 30 dots'	12	1514	LEFT	3736
4	2	1	2	36	45	54	'Choose a square with 54 dots'	12	1032	RIGHT	2137
1	1	2	2	24	15	6	'Choose a square with about 20 dots'	12	2147	LEFT	2349
2	2	2	1	34	25	16	'Choose a square with 16 dots'	12	3208	RIGHT	1297
